File ID,Path,Category,Feature/Journey,Layer,Key symbols,Contract/Storage,Tests,Status,Notes
F-0122,lib/features/chat/theme/telegram_editor_theme.dart,Feature,chat,Design System,lib/features/chat/theme/telegram_editor_theme.dart:1 class ChatTheme {,N/A,No direct test located,Classified,Verified fact: classified from current workspace source
F-0123,lib/features/chat/utils/chat_image_dimensions.dart,Feature,chat,Utility/Infrastructure,lib/features/chat/utils/chat_image_dimensions.dart:11 class ChatImageDimensions {,File/Media,No direct test located,Classified,Verified fact: classified from current workspace source
F-0124,lib/features/chat/utils/chat_media_bubble_layout.dart,Feature,chat,Utility/Infrastructure,lib/features/chat/utils/chat_media_bubble_layout.dart:10 class ChatMediaBubbleLayout {,N/A,No direct test located,Classified,Verified fact: classified from current workspace source
F-0125,lib/features/chat/utils/chat_text_direction.dart,Feature,chat,Utility/Infrastructure,lib/features/chat/utils/chat_text_direction.dart:6 const TextDirection kChatLayoutTextDirection = TextDirection.ltr;,N/A,No direct test located,Classified,Verified fact: classified from current workspace source
F-0126,lib/features/chat/utils/conversation_name_utils.dart,Feature,chat,Utility/Infrastructure,lib/features/chat/utils/conversation_name_utils.dart:1 const String genericConversationUserLabel = 'کاربر';,N/A,No direct test located,Classified,Verified fact: classified from current workspace source
F-0127,lib/features/chat/utils/grapheme_text_editing.dart,Feature,chat,Utility/Infrastructure,lib/features/chat/utils/grapheme_text_editing.dart:4 class GraphemeTextEditing {,N/A,test/grapheme_text_editing_test.dart,Classified,Verified fact: classified from current workspace source
F-0128,lib/features/chat/utils/story_reply_media_utils.dart,Feature,chat,Utility/Infrastructure,lib/features/chat/utils/story_reply_media_utils.dart:5 class StoryReplyMediaUtils {,N/A,No direct test located,Classified,Verified fact: classified from current workspace source
F-0129,lib/features/chat/widgets/animated_chat_input.dart,Feature,chat,UI Component,lib/features/chat/widgets/animated_chat_input.dart:25 enum _VoiceHapticEvent {,Realtime,No direct test located,Classified,Verified fact: classified from current workspace source
F-0130,lib/features/chat/widgets/block_report_bottom_sheet.dart,Feature,chat,UI Component,lib/features/chat/widgets/block_report_bottom_sheet.dart:20 enum ModerationType {,Realtime,No direct test located,Classified,Verified fact: classified from current workspace source
F-0131,lib/features/chat/widgets/chat_adaptive_blur_scope.dart,Feature,chat,UI Component,lib/features/chat/widgets/chat_adaptive_blur_scope.dart:7 typedef ChatAdaptiveBlurBuilder = Widget Function(,N/A,No direct test located,Classified,Verified fact: classified from current workspace source
F-0132,lib/features/chat/widgets/chat_attachment_sheet.dart,Feature,chat,UI Component,lib/features/chat/widgets/chat_attachment_sheet.dart:20 enum ChatAttachmentType {,Realtime;File/Media,No direct test located,Classified,Verified fact: classified from current workspace source
F-0133,lib/features/chat/widgets/chat_group_presence_summary.dart,Feature,chat,UI Component,lib/features/chat/widgets/chat_group_presence_summary.dart:11 class ChatGroupPresenceSummary extends ConsumerWidget {,N/A,No direct test located,Classified,Verified fact: classified from current workspace source
F-0134,lib/features/chat/widgets/chat_input_dock.dart,Feature,chat,UI Component,lib/features/chat/widgets/chat_input_dock.dart:4 typedef ChatInputDockEffectsBuilder = Widget Function(bool reduceEffects);,Realtime,No direct test located,Classified,Verified fact: classified from current workspace source
F-0135,lib/features/chat/widgets/chat_message_bindings.dart,Feature,chat,UI Component,lib/features/chat/widgets/chat_message_bindings.dart:10 class ChatBubbleBuildRequest {,Realtime,No direct test located,Classified,Verified fact: classified from current workspace source
F-0136,lib/features/chat/widgets/chat_message_list_scope.dart,Feature,chat,UI Component,lib/features/chat/widgets/chat_message_list_scope.dart:8 typedef ChatMessageListBuilder = Widget Function(,N/A,No direct test located,Classified,Verified fact: classified from current workspace source
F-0137,lib/features/chat/widgets/chat_message_list_tile.dart,Feature,chat,UI Component,lib/features/chat/widgets/chat_message_list_tile.dart:5 class ChatMessageListTile extends StatefulWidget {,N/A,No direct test located,Classified,Verified fact: classified from current workspace source
F-0138,lib/features/chat/widgets/chat_message_list_view.dart,Feature,chat,UI Component,lib/features/chat/widgets/chat_message_list_view.dart:18 class ChatMessageListView extends ConsumerWidget {,N/A,No direct test located,Classified,Verified fact: classified from current workspace source
F-0139,lib/features/chat/widgets/chat_message_row.dart,Feature,chat,UI Component,lib/features/chat/widgets/chat_message_row.dart:20 class ChatMessageRow extends ConsumerWidget {,Realtime,No direct test located,Classified,Verified fact: classified from current workspace source
F-0140,lib/features/chat/widgets/chat_selection_controller.dart,Feature,chat,UI Component,lib/features/chat/widgets/chat_selection_controller.dart:6 class ChatSelectionState implements ChatSelectionStateLike {,Realtime,No direct test located,Classified,Verified fact: classified from current workspace source
F-0141,lib/features/chat/widgets/chat_text_bubble_layout.dart,Feature,chat,UI Component,lib/features/chat/widgets/chat_text_bubble_layout.dart:19 class ChatTextBubbleLayout extends MultiChildRenderObjectWidget {,N/A,No direct test located,Classified,Verified fact: classified from current workspace source
F-0142,lib/features/chat/widgets/date_divider.dart,Feature,chat,UI Component,lib/features/chat/widgets/date_divider.dart:11 class DateChipStyle {,N/A,No direct test located,Classified,Verified fact: classified from current workspace source
F-0143,lib/features/chat/widgets/delete_message_dialog.dart,Feature,chat,UI Component,lib/features/chat/widgets/delete_message_dialog.dart:10 class DeleteMessageResult {,Realtime,No direct test located,Classified,Verified fact: classified from current workspace source
F-0144,lib/features/chat/widgets/document_upload_sheet.dart,Feature,chat,UI Component,lib/features/chat/widgets/document_upload_sheet.dart:15 enum DocumentType {,HTTP;Realtime;File/Media,No direct test located,Classified,Verified fact: classified from current workspace source
F-0145,lib/features/chat/widgets/edit_message_dialog.dart,Feature,chat,UI Component,lib/features/chat/widgets/edit_message_dialog.dart:12 class EditMessageDialog extends ConsumerStatefulWidget {,Realtime,No direct test located,Classified,Verified fact: classified from current workspace source
F-0146,lib/features/chat/widgets/enhanced_chat_background.dart,Feature,chat,UI Component,lib/features/chat/widgets/enhanced_chat_background.dart:4 class EnhancedChatBackground extends StatelessWidget {,Realtime,No direct test located,Classified,Verified fact: classified from current workspace source
F-0147,lib/features/chat/widgets/file_message_bubble.dart,Feature,chat,UI Component,lib/features/chat/widgets/file_message_bubble.dart:14 class FileMessageBubble extends StatefulWidget {,File/Media,No direct test located,Classified,Verified fact: classified from current workspace source
F-0148,lib/features/chat/widgets/floating_date_header.dart,Feature,chat,UI Component,lib/features/chat/widgets/floating_date_header.dart:18 class FloatingDateHeader extends StatefulWidget {,Realtime,No direct test located,Classified,Verified fact: classified from current workspace source
F-0149,lib/features/chat/widgets/forward_message_sheet.dart,Feature,chat,UI Component,lib/features/chat/widgets/forward_message_sheet.dart:8 final messageForwardServiceProvider = Provider((ref) {,Realtime,No direct test located,Classified,Verified fact: classified from current workspace source
F-0150,lib/features/chat/widgets/full_screen_image_viewer.dart,Feature,chat,UI Component,lib/features/chat/widgets/full_screen_image_viewer.dart:12 class GalleryItem {,HTTP;Realtime;File/Media,No direct test located,Classified,Verified fact: classified from current workspace source
F-0151,lib/features/chat/widgets/gif_message_bubble.dart,Feature,chat,UI Component,lib/features/chat/widgets/gif_message_bubble.dart:15 class GifMessageBubble extends StatelessWidget {,N/A,No direct test located,Classified,Verified fact: classified from current workspace source
F-0152,lib/features/chat/widgets/gif_picker_widget.dart,Feature,chat,UI Component,lib/features/chat/widgets/gif_picker_widget.dart:20 class GifPickerWidget extends StatefulWidget {,Realtime,test/widget_test.dart,Classified,Verified fact: classified from current workspace source
F-0153,lib/features/chat/widgets/improved_animated_message_bubble.dart,Feature,chat,UI Component,lib/features/chat/widgets/improved_animated_message_bubble.dart:35 enum MessageStatus {,HTTP;Realtime;File/Media,No direct test located,Classified,Verified fact: classified from current workspace source
F-0154,lib/features/chat/widgets/keyboard_stable_media_query.dart,Feature,chat,UI Component,lib/features/chat/widgets/keyboard_stable_media_query.dart:11 class KeyboardStableMediaQuery extends StatelessWidget {,N/A,No direct test located,Classified,Verified fact: classified from current workspace source
F-0155,lib/features/chat/widgets/liquid_glass_input_shell.dart,Feature,chat,UI Component,lib/features/chat/widgets/liquid_glass_input_shell.dart:13 class LiquidGlassInputShell extends StatelessWidget {,Realtime,No direct test located,Classified,Verified fact: classified from current workspace source
F-0156,lib/features/chat/widgets/media_editor_result.dart,Feature,chat,UI Component,lib/features/chat/widgets/media_editor_result.dart:3 class MediaEditorResult {,N/A,No direct test located,Classified,Verified fact: classified from current workspace source
F-0157,lib/features/chat/widgets/media_message_bubble.dart,Feature,chat,UI Component,"lib/features/chat/widgets/media_message_bubble.dart:28 enum MediaType { image, video, gif }",Realtime;File/Media,No direct test located,Classified,Verified fact: classified from current workspace source
F-0158,lib/features/chat/widgets/message_search_bar.dart,Feature,chat,UI Component,lib/features/chat/widgets/message_search_bar.dart:19 class MessageSearchBar extends ConsumerStatefulWidget {,Realtime,No direct test located,Classified,Verified fact: classified from current workspace source
F-0159,lib/features/chat/widgets/modern_chat_app_bar.dart,Feature,chat,UI Component,lib/features/chat/widgets/modern_chat_app_bar.dart:14 class ModernChatAppBar extends ConsumerWidget implements PreferredSizeWidget {,Realtime;File/Media,No direct test located,Classified,Verified fact: classified from current workspace source
F-0160,lib/features/chat/widgets/modern_context_menu.dart,Feature,chat,UI Component,lib/features/chat/widgets/modern_context_menu.dart:7 class ModernContextMenuItem {,Realtime,No direct test located,Classified,Verified fact: classified from current workspace source
F-0161,lib/features/chat/widgets/modern_message_status.dart,Feature,chat,UI Component,lib/features/chat/widgets/modern_message_status.dart:10 class MessageStatusColors {,N/A,No direct test located,Classified,Verified fact: classified from current workspace source
F-0162,lib/features/chat/widgets/modern_online_status.dart,Feature,chat,UI Component,lib/features/chat/widgets/modern_online_status.dart:23 class OnlineStatusColors {,N/A,No direct test located,Classified,Verified fact: classified from current workspace source
F-0163,lib/features/chat/widgets/modern_reaction_picker.dart,Feature,chat,UI Component,lib/features/chat/widgets/modern_reaction_picker.dart:57 class ModernReactionPicker extends StatefulWidget {,N/A,No direct test located,Classified,Verified fact: classified from current workspace source
F-0164,lib/features/chat/widgets/modern_voice_recorder_bar.dart,Feature,chat,UI Component,lib/features/chat/widgets/modern_voice_recorder_bar.dart:7 class ModernVoiceRecorderBar extends StatelessWidget {,Realtime,No direct test located,Classified,Verified fact: classified from current workspace source
F-0165,lib/features/chat/widgets/molecular_delete_animation.dart,Feature,chat,UI Component,lib/features/chat/widgets/molecular_delete_animation.dart:3 class MolecularDeleteAnimation extends StatefulWidget {,N/A,No direct test located,Classified,Verified fact: classified from current workspace source
F-0166,lib/features/chat/widgets/notes_tray.dart,Feature,chat,UI Component,lib/features/chat/widgets/notes_tray.dart:12 class NotesTray extends ConsumerWidget {,Realtime,No direct test located,Classified,Verified fact: classified from current workspace source
F-0167,lib/features/chat/widgets/reaction_reactor_avatar_stack.dart,Feature,chat,UI Component,lib/features/chat/widgets/reaction_reactor_avatar_stack.dart:8 class ReactionReactorInfo {,Realtime,No direct test located,Classified,Verified fact: classified from current workspace source
F-0168,lib/features/chat/widgets/reactions_detail_sheet.dart,Feature,chat,UI Component,lib/features/chat/widgets/reactions_detail_sheet.dart:22 class _ReactionsDetailSheet extends StatefulWidget {,N/A,No direct test located,Classified,Verified fact: classified from current workspace source
F-0169,lib/features/chat/widgets/retry_indicator_widget.dart,Feature,chat,UI Component,lib/features/chat/widgets/retry_indicator_widget.dart:18 enum MessageSendStatus {,Realtime,test/widget_test.dart,Classified,Verified fact: classified from current workspace source
F-0170,lib/features/chat/widgets/social_style_post_card.dart,Feature,chat,UI Component,lib/features/chat/widgets/social_style_post_card.dart:20 class SocialStylePostCard extends StatefulWidget {,N/A,No direct test located,Classified,Verified fact: classified from current workspace source
F-0171,lib/features/chat/widgets/story_reply_thumbnail.dart,Feature,chat,UI Component,lib/features/chat/widgets/story_reply_thumbnail.dart:10 class StoryReplyThumbnail extends ConsumerStatefulWidget {,N/A,No direct test located,Classified,Verified fact: classified from current workspace source
F-0172,lib/features/chat/widgets/swipe_to_reply.dart,Feature,chat,UI Component,lib/features/chat/widgets/swipe_to_reply.dart:5 class SwipeToReply extends StatefulWidget {,N/A,No direct test located,Classified,Verified fact: classified from current workspace source
F-0173,lib/features/chat/widgets/swipe_to_reply_wrapper.dart,Feature,chat,UI Component,lib/features/chat/widgets/swipe_to_reply_wrapper.dart:11 class SwipeToReplyWrapper extends StatefulWidget {,N/A,No direct test located,Classified,Verified fact: classified from current workspace source
F-0174,lib/features/chat/widgets/telegram_image_editor.dart,Feature,chat,UI Component,lib/features/chat/widgets/telegram_image_editor.dart:16 class TelegramImageEditor extends StatefulWidget {,Realtime;File/Media,No direct test located,Classified,Verified fact: classified from current workspace source
F-0175,lib/features/chat/widgets/telegram_video_editor.dart,Feature,chat,UI Component,lib/features/chat/widgets/telegram_video_editor.dart:7 class TelegramVideoEditor extends StatefulWidget {,HTTP;File/Media,No direct test located,Classified,Verified fact: classified from current workspace source
F-0176,lib/features/chat/widgets/unread_messages_divider.dart,Feature,chat,UI Component,lib/features/chat/widgets/unread_messages_divider.dart:17 class UnreadMessagesDivider extends StatefulWidget {,N/A,No direct test located,Classified,Verified fact: classified from current workspace source
F-0177,lib/features/chat/widgets/vista_emoji_panel.dart,Feature,chat,UI Component,"lib/features/chat/widgets/vista_emoji_panel.dart:19 enum PanelView { emoji, gif }",SharedPreferences;Realtime,No direct test located,Classified,Verified fact: classified from current workspace source
F-0178,lib/features/chat/widgets/voice_input_state.dart,Feature,chat,UI Component,lib/features/chat/widgets/voice_input_state.dart:3 enum VoiceInputState {,N/A,No direct test located,Classified,Verified fact: classified from current workspace source
F-0179,lib/features/chat/widgets/voice_message_bubble.dart,Feature,chat,UI Component,lib/features/chat/widgets/voice_message_bubble.dart:28 class VoiceMessageBubble extends StatefulWidget {,HTTP;File/Media,No direct test located,Classified,Verified fact: classified from current workspace source
F-0180,lib/features/emoji/domain/emoji_render_policy.dart,Feature,emoji,Model/Domain,lib/features/emoji/domain/emoji_render_policy.dart:3 class EmojiRenderPolicy {,Realtime,No direct test located,Classified,Verified fact: classified from current workspace source
F-0181,lib/features/emoji/domain/modern_emoji_lookup.dart,Feature,emoji,Model/Domain,lib/features/emoji/domain/modern_emoji_lookup.dart:5 class ModernEmojiLookup {,Realtime,No direct test located,Classified,Verified fact: classified from current workspace source
F-0182,lib/features/emoji/widgets/modern_emoji_inline.dart,Feature,emoji,UI Component,lib/features/emoji/widgets/modern_emoji_inline.dart:5 class ModernEmojiInline extends StatelessWidget {,Realtime,No direct test located,Classified,Verified fact: classified from current workspace source
F-0183,lib/features/emoji/widgets/modern_emoji_text.dart,Feature,emoji,UI Component,lib/features/emoji/widgets/modern_emoji_text.dart:9 class ModernEmojiText extends StatelessWidget {,Realtime,No direct test located,Classified,Verified fact: classified from current workspace source
F-0184,lib/features/emoji/widgets/modern_emoji_text_editing_controller.dart,Feature,emoji,UI Component,lib/features/emoji/widgets/modern_emoji_text_editing_controller.dart:5 class ModernEmojiTextEditingController extends TextEditingController {,Realtime,No direct test located,Classified,Verified fact: classified from current workspace source
F-0185,lib/features/home/screens/homeScreen.dart,Feature,home,UI Screen,lib/features/home/screens/homeScreen.dart:32 final unreadConversationsCountProvider = Provider<int>((ref) {,SharedPreferences;SecureStorage;Realtime;File/Media,No direct test located,Classified,Verified fact: classified from current workspace source
F-0186,lib/features/music/screens/MusicDownloadManager.dart,Feature,music,UI Screen,lib/features/music/screens/MusicDownloadManager.dart:11 enum DownloadStatus {,HTTP;File/Media,No direct test located,Classified,Verified fact: classified from current workspace source
F-0187,lib/features/nearby/data/nearby_repository.dart,Feature,nearby,Repository,lib/features/nearby/data/nearby_repository.dart:10 class NearbyException implements Exception {,SecureStorage;HTTP;Realtime,No direct test located,Classified,Verified fact: classified from current workspace source
F-0188,lib/features/nearby/models/nearby_models.dart,Feature,nearby,Model/Domain,lib/features/nearby/models/nearby_models.dart:3 class NearbyCandidate {,N/A,No direct test located,Classified,Verified fact: classified from current workspace source
F-0189,lib/features/nearby/providers/nearby_provider.dart,Feature,nearby,State,lib/features/nearby/providers/nearby_provider.dart:6 final nearbyRepositoryProvider =,N/A,No direct test located,Classified,Verified fact: classified from current workspace source
F-0190,lib/features/nearby/screens/nearby_likes_screen.dart,Feature,nearby,UI Screen,lib/features/nearby/screens/nearby_likes_screen.dart:14 class NearbyLikesScreen extends StatelessWidget {,Realtime,No direct test located,Classified,Verified fact: classified from current workspace source
F-0191,lib/features/nearby/screens/nearby_matches_screen.dart,Feature,nearby,UI Screen,lib/features/nearby/screens/nearby_matches_screen.dart:11 class NearbyMatchesScreen extends StatelessWidget {,Realtime,No direct test located,Classified,Verified fact: classified from current workspace source
F-0192,lib/features/nearby/screens/nearby_screen.dart,Feature,nearby,UI Screen,lib/features/nearby/screens/nearby_screen.dart:17 class NearbyScreen extends ConsumerStatefulWidget {,Realtime;File/Media,No direct test located,Classified,Verified fact: classified from current workspace source
F-0193,lib/features/nearby/services/geocoder_service.dart,Feature,nearby,Service,lib/features/nearby/services/geocoder_service.dart:5 class GeocoderResult {,HTTP,No direct test located,Classified,Verified fact: classified from current workspace source
F-0194,lib/features/nearby/widgets/location_permission_dialog.dart,Feature,nearby,UI Component,lib/features/nearby/widgets/location_permission_dialog.dart:7 enum LocationPermissionChoice {,Realtime,No direct test located,Classified,Verified fact: classified from current workspace source
F-0195,lib/features/nearby/widgets/nearby_card.dart,Feature,nearby,UI Component,lib/features/nearby/widgets/nearby_card.dart:11 class NearbyCard extends StatelessWidget {,N/A,No direct test located,Classified,Verified fact: classified from current workspace source
F-0196,lib/features/onboarding/screens/Onboarding.dart,Feature,onboarding,UI Screen,lib/features/onboarding/screens/Onboarding.dart:7 class Onboarding extends StatefulWidget {,Realtime,No direct test located,Classified,Verified fact: classified from current workspace source
F-0197,lib/features/onboarding/screens/onboarding_screen.dart,Feature,onboarding,UI Screen,lib/features/onboarding/screens/onboarding_screen.dart:10 class Onboarding extends StatefulWidget {,Realtime,No direct test located,Classified,Verified fact: classified from current workspace source
F-0198,lib/features/posts/data/entities/post_entity.dart,Feature,posts,Storage,lib/features/posts/data/entities/post_entity.dart:8 class PostEntity {,Isar,No direct test located,Classified,Verified fact: classified from current workspace source
F-0199,lib/features/posts/data/entities/post_entity.g.dart,Generated,posts,Storage,lib/features/posts/data/entities/post_entity.g.dart:12 extension GetPostEntityCollection on Isar {,Isar,No direct test located,Generated exclusion,Verified fact: generated output excluded from first-party total
F-0200,lib/features/posts/data/go_posts_repository.dart,Feature,posts,Repository,lib/features/posts/data/go_posts_repository.dart:13 final goPostsRepositoryProvider = Provider<GoPostsRepository>((ref) {,SecureStorage;HTTP;Realtime,No direct test located,Classified,Verified fact: classified from current workspace source
F-0201,lib/features/posts/navigation/content_routes.dart,Feature,posts,Navigation,lib/features/posts/navigation/content_routes.dart:8 class ProfileRoute extends PageRouteBuilder<void> {,File/Media,No direct test located,Classified,Verified fact: classified from current workspace source
F-0202,lib/features/posts/providers/post_upload_provider.dart,Feature,posts,State,lib/features/posts/providers/post_upload_provider.dart:19 class UploadTaskParams {,SecureStorage;Notification;File/Media,No direct test located,Classified,Verified fact: classified from current workspace source
F-0203,lib/features/posts/providers/posts_provider.dart,Feature,posts,State,lib/features/posts/providers/posts_provider.dart:19 class PostActionsService {,Realtime,No direct test located,Classified,Verified fact: classified from current workspace source
F-0204,lib/features/posts/providers/saved_posts_provider.dart,Feature,posts,State,lib/features/posts/providers/saved_posts_provider.dart:6 final savedPostsRepositoryProvider = Provider<SavedPostsRepository>((ref) {,N/A,No direct test located,Classified,Verified fact: classified from current workspace source
F-0205,lib/features/posts/screens/AddPost.dart,Feature,posts,UI Screen,lib/features/posts/screens/AddPost.dart:29 class AddPublicPostScreen extends ConsumerStatefulWidget {,HTTP;Realtime;File/Media,No direct test located,Classified,Verified fact: classified from current workspace source
F-0206,lib/features/posts/screens/appeal_screen.dart,Feature,posts,UI Screen,lib/features/posts/screens/appeal_screen.dart:12 class AppealScreen extends ConsumerStatefulWidget {,HTTP;Realtime,No direct test located,Classified,Verified fact: classified from current workspace source
F-0207,lib/features/posts/screens/ExploreFeedScreen.dart,Feature,posts,UI Screen,lib/features/posts/screens/ExploreFeedScreen.dart:55 final _feedFollowLoadingProvider =,Realtime;File/Media,No direct test located,Classified,Verified fact: classified from current workspace source
F-0208,lib/features/posts/screens/followers_and_followings/FollowersScreen.dart,Feature,posts,UI Screen,lib/features/posts/screens/followers_and_followings/FollowersScreen.dart:8 class FollowersScreen extends ConsumerWidget {,Realtime;File/Media,No direct test located,Classified,Verified fact: classified from current workspace source
F-0209,lib/features/posts/screens/followers_and_followings/FollowingScreen.dart,Feature,posts,UI Screen,lib/features/posts/screens/followers_and_followings/FollowingScreen.dart:8 class FollowingScreen extends ConsumerWidget {,Realtime;File/Media,No direct test located,Classified,Verified fact: classified from current workspace source
F-0210,lib/features/posts/screens/hashtag_posts_screen.dart,Feature,posts,UI Screen,lib/features/posts/screens/hashtag_posts_screen.dart:16 final hashtagPostsProvider =,Realtime,No direct test located,Classified,Verified fact: classified from current workspace source
F-0211,lib/features/posts/screens/notificationScreen.dart,Feature,posts,UI Screen,lib/features/posts/screens/notificationScreen.dart:13 class NotificationsPage extends ConsumerStatefulWidget {,Realtime;File/Media,No direct test located,Classified,Verified fact: classified from current workspace source
F-0212,lib/features/posts/screens/PostDetailPage.dart,Feature,posts,UI Screen,lib/features/posts/screens/PostDetailPage.dart:31 class PostDetailsPage extends ConsumerStatefulWidget {,Realtime,No direct test located,Classified,Verified fact: classified from current workspace source
F-0213,lib/features/posts/screens/profileScreen.dart,Feature,posts,UI Screen,lib/features/posts/screens/profileScreen.dart:65 class ProfileScreen extends ConsumerStatefulWidget {,SecureStorage;Realtime;File/Media,No direct test located,Classified,Verified fact: classified from current workspace source
F-0214,lib/features/posts/screens/saved_posts_screen.dart,Feature,posts,UI Screen,lib/features/posts/screens/saved_posts_screen.dart:35 class SavedPostsScreen extends ConsumerStatefulWidget {,Realtime;File/Media,No direct test located,Classified,Verified fact: classified from current workspace source
F-0215,lib/features/posts/screens/VistaStoryTemplateScreen.dart,Feature,posts,UI Screen,lib/features/posts/screens/VistaStoryTemplateScreen.dart:8 class VistaStoryTemplateScreen extends StatefulWidget {,Realtime,No direct test located,Classified,Verified fact: classified from current workspace source
F-0216,lib/features/posts/services/reels_viewer_launcher.dart,Feature,posts,Service,lib/features/posts/services/reels_viewer_launcher.dart:9 class ReelsViewerLauncher {,N/A,No direct test located,Classified,Verified fact: classified from current workspace source
F-0217,lib/features/posts/widgets/audio_equalizer_bars.dart,Feature,posts,UI Component,lib/features/posts/widgets/audio_equalizer_bars.dart:9 class AudioEqualizerBars extends StatefulWidget {,N/A,No direct test located,Classified,Verified fact: classified from current workspace source
F-0218,lib/features/posts/widgets/double_tap_like_overlay.dart,Feature,posts,UI Component,lib/features/posts/widgets/double_tap_like_overlay.dart:12 class DoubleTapLikeOverlay extends StatefulWidget {,N/A,No direct test located,Classified,Verified fact: classified from current workspace source
F-0219,lib/features/posts/widgets/dwell_detector.dart,Feature,posts,UI Component,lib/features/posts/widgets/dwell_detector.dart:5 class DwellDetector extends StatefulWidget {,N/A,No direct test located,Classified,Verified fact: classified from current workspace source
F-0220,lib/features/posts/widgets/hashtag_autocomplete_field.dart,Feature,posts,UI Component,lib/features/posts/widgets/hashtag_autocomplete_field.dart:17 class HashtagAutocompleteField extends StatefulWidget {,Realtime,No direct test located,Classified,Verified fact: classified from current workspace source
F-0221,lib/features/posts/widgets/hashtag_rich_text.dart,Feature,posts,UI Component,lib/features/posts/widgets/hashtag_rich_text.dart:12 class HashtagRichText extends StatefulWidget {,N/A,No direct test located,Classified,Verified fact: classified from current workspace source
F-0222,lib/features/posts/widgets/music_trim_sheet.dart,Feature,posts,UI Component,lib/features/posts/widgets/music_trim_sheet.dart:11 class MusicTrimResult {,HTTP;Realtime;File/Media,No direct test located,Classified,Verified fact: classified from current workspace source
F-0223,lib/features/posts/widgets/post_action_buttons.dart,Feature,posts,UI Component,lib/features/posts/widgets/post_action_buttons.dart:14 class PostLikeButton extends StatefulWidget {,Realtime,No direct test located,Classified,Verified fact: classified from current workspace source
F-0224,lib/features/posts/widgets/post_feed_video.dart,Feature,posts,UI Component,lib/features/posts/widgets/post_feed_video.dart:12 class PostFeedVideo extends ConsumerStatefulWidget {,N/A,No direct test located,Classified,Verified fact: classified from current workspace source
F-0225,lib/features/posts/widgets/post_image_carousel.dart,Feature,posts,UI Component,lib/features/posts/widgets/post_image_carousel.dart:10 class PostImageCarousel extends StatefulWidget {,N/A,No direct test located,Classified,Verified fact: classified from current workspace source
F-0226,lib/features/posts/widgets/post_moderation_banner.dart,Feature,posts,UI Component,lib/features/posts/widgets/post_moderation_banner.dart:5 class PostModerationBanner extends StatelessWidget {,Realtime,No direct test located,Classified,Verified fact: classified from current workspace source
F-0227,lib/features/posts/widgets/post_music_bubble.dart,Feature,posts,UI Component,lib/features/posts/widgets/post_music_bubble.dart:7 class PostMusicBubble extends ConsumerWidget {,HTTP,No direct test located,Classified,Verified fact: classified from current workspace source
F-0228,lib/features/posts/widgets/profile_lazy_tab_gate.dart,Feature,posts,UI Component,lib/features/posts/widgets/profile_lazy_tab_gate.dart:5 class ProfileLazyTabGate extends StatefulWidget {,N/A,No direct test located,Classified,Verified fact: classified from current workspace source
F-0229,lib/features/posts/widgets/social_text_editing_controller.dart,Feature,posts,UI Component,lib/features/posts/widgets/social_text_editing_controller.dart:11 class SocialTextEditingController extends TextEditingController {,N/A,No direct test located,Classified,Verified fact: classified from current workspace source
F-0230,lib/features/posts/widgets/standard_edit_post_dialog.dart,Feature,posts,UI Component,lib/features/posts/widgets/standard_edit_post_dialog.dart:8 void showStandardEditDialog({,Realtime,No direct test located,Classified,Verified fact: classified from current workspace source
F-0231,lib/features/posts/widgets/upload_progress_overlay.dart,Feature,posts,UI Component,lib/features/posts/widgets/upload_progress_overlay.dart:13 class UploadProgressOverlay extends ConsumerWidget {,File/Media,No direct test located,Classified,Verified fact: classified from current workspace source
F-0232,lib/features/profile/data/entities/profile_entity.dart,Feature,profile,Storage,lib/features/profile/data/entities/profile_entity.dart:7 class ProfileEntity {,Isar,No direct test located,Classified,Verified fact: classified from current workspace source
F-0233,lib/features/profile/data/entities/profile_entity.g.dart,Generated,profile,Storage,lib/features/profile/data/entities/profile_entity.g.dart:12 extension GetProfileEntityCollection on Isar {,Isar,No direct test located,Generated exclusion,Verified fact: generated output excluded from first-party total
F-0234,lib/features/profile/data/models/profile_note_model.dart,Feature,profile,Model/Domain,lib/features/profile/data/models/profile_note_model.dart:7 class ProfileNoteModel extends Equatable {,N/A,No direct test located,Classified,Verified fact: classified from current workspace source
F-0235,lib/features/profile/data/profile_repository.dart,Feature,profile,Repository,lib/features/profile/data/profile_repository.dart:11 class ProfileRepository {,SecureStorage;HTTP;Realtime;File/Media,No direct test located,Classified,Verified fact: classified from current workspace source
F-0236,lib/features/profile/data/services/profile_note_service.dart,Feature,profile,Service,lib/features/profile/data/services/profile_note_service.dart:11 class ProfileNoteService {,SecureStorage;HTTP;Realtime,No direct test located,Classified,Verified fact: classified from current workspace source
F-0237,lib/features/profile/providers/profile_controller.dart,Feature,profile,State,lib/features/profile/providers/profile_controller.dart:7 final profileRepositoryProvider = Provider<ProfileRepository>((ref) {,File/Media,No direct test located,Classified,Verified fact: classified from current workspace source
F-0238,lib/features/profile/providers/profile_note_provider.dart,Feature,profile,State,lib/features/profile/providers/profile_note_provider.dart:8 final profileNoteProvider =,N/A,No direct test located,Classified,Verified fact: classified from current workspace source
F-0239,lib/features/profile/providers/user_profile_provider.dart,Feature,profile,State,lib/features/profile/providers/user_profile_provider.dart:22 class ProfileService {,SecureStorage;Realtime;File/Media,No direct test located,Classified,Verified fact: classified from current workspace source
