Record Type,Record ID,Feature,Journey,Source Path,Source Line,Layer,Contract or Storage,Visible State,Native Status,Native Target,Owner,Phase,Acceptance,Next Action,Evidence,Notes
Contract,REST-062,Services,N/A,lib/features/services/data/services_hub_repository.dart,28,REST literal call-site,GET /services-hub,N/A,Source inventory only,DISC-01B,lib/features/services/data/services_hub_repository.dart,DISC-01B,REST-062 preserves the identified source contract signature.,Run phase-specific contract/integration tests for REST-062.,lib/features/services/data/services_hub_repository.dart:28,Semantics=Literal signature; call-sites=1; request/response/error details remain owned by listed source; Label=Verified fact; Status=Classified
Contract,REST-063,Services,N/A,lib/features/services/data/services_hub_repository.dart,61,REST literal call-site,GET /services-hub/top-groups,N/A,Source inventory only,DISC-01B,lib/features/services/data/services_hub_repository.dart,DISC-01B,REST-063 preserves the identified source contract signature.,Run phase-specific contract/integration tests for REST-063.,lib/features/services/data/services_hub_repository.dart:61,Semantics=Literal signature; call-sites=1; request/response/error details remain owned by listed source; Label=Verified fact; Status=Classified
Contract,REST-064,Stories,N/A,lib/features/stories/data/repositories/story_repository.dart,79,REST literal call-site,GET /stories/$storyId,N/A,Source inventory only,DISC-01C / MIG-01,lib/features/stories/data/repositories/story_repository.dart,DISC-01C / MIG-01,REST-064 preserves the identified source contract signature.,Run phase-specific contract/integration tests for REST-064.,lib/features/stories/data/repositories/story_repository.dart:79,Semantics=Literal signature; call-sites=1; request/response/error details remain owned by listed source; Label=Verified fact; Status=Classified
Contract,REST-065,Stories,N/A,lib/features/stories/data/repositories/story_repository.dart,301,REST literal call-site,GET /stories/$storyId/poll/$elementId,N/A,Source inventory only,DISC-01C / MIG-01,lib/features/stories/data/repositories/story_repository.dart,DISC-01C / MIG-01,REST-065 preserves the identified source contract signature.,Run phase-specific contract/integration tests for REST-065.,lib/features/stories/data/repositories/story_repository.dart:301,Semantics=Literal signature; call-sites=1; request/response/error details remain owned by listed source; Label=Verified fact; Status=Classified
Contract,REST-066,Stories,N/A,lib/features/stories/data/repositories/story_repository.dart,360,REST literal call-site,GET /stories/$storyId/questions/answers,N/A,Source inventory only,DISC-01C / MIG-01,lib/features/stories/data/repositories/story_repository.dart,DISC-01C / MIG-01,REST-066 preserves the identified source contract signature.,Run phase-specific contract/integration tests for REST-066.,lib/features/stories/data/repositories/story_repository.dart:360,Semantics=Literal signature; call-sites=1; request/response/error details remain owned by listed source; Label=Verified fact; Status=Classified
Contract,REST-067,Stories,N/A,lib/features/stories/data/repositories/story_repository.dart,558,REST literal call-site,GET /stories/$storyId/reply-access,N/A,Source inventory only,DISC-01C / MIG-01,lib/features/stories/data/repositories/story_repository.dart,DISC-01C / MIG-01,REST-067 preserves the identified source contract signature.,Run phase-specific contract/integration tests for REST-067.,lib/features/stories/data/repositories/story_repository.dart:558,Semantics=Literal signature; call-sites=1; request/response/error details remain owned by listed source; Label=Verified fact; Status=Classified
Contract,REST-068,Stories,N/A,lib/features/stories/data/repositories/story_repository.dart,180,REST literal call-site,GET /stories/$storyId/views,N/A,Source inventory only,DISC-01C / MIG-01,lib/features/stories/data/repositories/story_repository.dart,DISC-01C / MIG-01,REST-068 preserves the identified source contract signature.,Run phase-specific contract/integration tests for REST-068.,lib/features/stories/data/repositories/story_repository.dart:180,Semantics=Literal signature; call-sites=1; request/response/error details remain owned by listed source; Label=Verified fact; Status=Classified
Contract,REST-069,Stories,N/A,lib/features/stories/data/repositories/story_repository.dart,30,REST literal call-site,GET /stories/active,N/A,Source inventory only,DISC-01C / MIG-01,lib/features/stories/data/repositories/story_repository.dart,DISC-01C / MIG-01,REST-069 preserves the identified source contract signature.,Run phase-specific contract/integration tests for REST-069.,lib/features/stories/data/repositories/story_repository.dart:30,Semantics=Literal signature; call-sites=1; request/response/error details remain owned by listed source; Label=Verified fact; Status=Classified
Contract,REST-070,Stories,N/A,lib/features/stories/data/repositories/story_repository.dart,58,REST literal call-site,GET /stories/users/$userId,N/A,Source inventory only,DISC-01C / MIG-01,lib/features/stories/data/repositories/story_repository.dart,DISC-01C / MIG-01,REST-070 preserves the identified source contract signature.,Run phase-specific contract/integration tests for REST-070.,lib/features/stories/data/repositories/story_repository.dart:58,Semantics=Literal signature; call-sites=1; request/response/error details remain owned by listed source; Label=Verified fact; Status=Classified
Contract,REST-071,Posts,N/A,lib/features/posts/data/go_posts_repository.dart,122,REST literal call-site,GET /users/$userId/posts,N/A,Source inventory only,DISC-01C,lib/features/posts/data/go_posts_repository.dart,DISC-01C,REST-071 preserves the identified source contract signature.,Run phase-specific contract/integration tests for REST-071.,lib/features/posts/data/go_posts_repository.dart:122,Semantics=Literal signature; call-sites=1; request/response/error details remain owned by listed source; Label=Verified fact; Status=Classified
Contract,REST-072,Nearby,N/A,lib/features/nearby/services/geocoder_service.dart,139,REST literal call-site,GET https://ipwho.is/,N/A,Source inventory only,DISC-01B,lib/features/nearby/services/geocoder_service.dart,DISC-01B,REST-072 preserves the identified source contract signature.,Run phase-specific contract/integration tests for REST-072.,lib/features/nearby/services/geocoder_service.dart:139,Semantics=Literal signature; call-sites=1; request/response/error details remain owned by listed source; Label=Verified fact; Status=Classified
Contract,REST-073,Chat,N/A,lib/features/chat/services/group_service.dart,362,REST literal call-site,PATCH /chat/groups/$conversationId,N/A,Source inventory only,CHAT-01 / CHAT-02,lib/features/chat/services/group_service.dart,CHAT-01 / CHAT-02,REST-073 preserves the identified source contract signature.,Run phase-specific contract/integration tests for REST-073.,lib/features/chat/services/group_service.dart:362,Semantics=Literal signature; call-sites=1; request/response/error details remain owned by listed source; Label=Verified fact; Status=Classified
Contract,REST-074,Services,N/A,lib/services/comment_repository.dart,110,REST literal call-site,PATCH /comments/$commentId,N/A,Source inventory only,DISC-01B,lib/services/comment_repository.dart,DISC-01B,REST-074 preserves the identified source contract signature.,Run phase-specific contract/integration tests for REST-074.,lib/services/comment_repository.dart:110,Semantics=Literal signature; call-sites=1; request/response/error details remain owned by listed source; Label=Verified fact; Status=Classified
Contract,REST-075,Stories,N/A,lib/features/stories/data/repositories/story_repository.dart,427,REST literal call-site,PATCH /highlights/$highlightId,N/A,Source inventory only,DISC-01C / MIG-01,lib/features/stories/data/repositories/story_repository.dart,DISC-01C / MIG-01,REST-075 preserves the identified source contract signature.,Run phase-specific contract/integration tests for REST-075.,lib/features/stories/data/repositories/story_repository.dart:427,Semantics=Literal signature; call-sites=1; request/response/error details remain owned by listed source; Label=Verified fact; Status=Classified
Contract,REST-076,Stories,N/A,lib/features/stories/data/repositories/story_repository.dart,578,REST literal call-site,PATCH /me/story-settings,N/A,Source inventory only,DISC-01C / MIG-01,lib/features/stories/data/repositories/story_repository.dart,DISC-01C / MIG-01,REST-076 preserves the identified source contract signature.,Run phase-specific contract/integration tests for REST-076.,lib/features/stories/data/repositories/story_repository.dart:578,Semantics=Literal signature; call-sites=1; request/response/error details remain owned by listed source; Label=Verified fact; Status=Classified
Contract,REST-077,Posts,N/A,lib/features/posts/data/go_posts_repository.dart,282,REST literal call-site,PATCH /posts/$postId,N/A,Source inventory only,DISC-01C,lib/features/posts/data/go_posts_repository.dart,DISC-01C,REST-077 preserves the identified source contract signature.,Run phase-specific contract/integration tests for REST-077.,lib/features/posts/data/go_posts_repository.dart:282,Semantics=Literal signature; call-sites=1; request/response/error details remain owned by listed source; Label=Verified fact; Status=Classified
Contract,REST-078,Stories,N/A,lib/features/stories/data/repositories/story_repository.dart,151,REST literal call-site,PATCH /stories/$storyId,N/A,Source inventory only,DISC-01C / MIG-01,lib/features/stories/data/repositories/story_repository.dart,DISC-01C / MIG-01,REST-078 preserves the identified source contract signature.,Run phase-specific contract/integration tests for REST-078.,lib/features/stories/data/repositories/story_repository.dart:151,Semantics=Literal signature; call-sites=1; request/response/error details remain owned by listed source; Label=Verified fact; Status=Classified
Contract,REST-079,Auth,N/A,lib/features/auth/data/auth_repository.dart,623,REST literal call-site,POST /2fa/setup,N/A,Source inventory only,AUTH-02,lib/features/auth/data/auth_repository.dart,AUTH-02,REST-079 preserves the identified source contract signature.,Run phase-specific contract/integration tests for REST-079.,lib/features/auth/data/auth_repository.dart:623,Semantics=Literal signature; call-sites=1; request/response/error details remain owned by listed source; Label=Verified fact; Status=Classified
Contract,REST-080,Auth,N/A,lib/features/auth/data/auth_repository.dart,603,REST literal call-site,POST /2fa/verify,N/A,Source inventory only,AUTH-02,lib/features/auth/data/auth_repository.dart,AUTH-02,REST-080 preserves the identified source contract signature.,Run phase-specific contract/integration tests for REST-080.,lib/features/auth/data/auth_repository.dart:603,Semantics=Literal signature; call-sites=1; request/response/error details remain owned by listed source; Label=Verified fact; Status=Classified
Contract,REST-081,Services,N/A,lib/services/tls_pinning_store.dart,107,REST literal call-site,POST /api/v1/system/tls-report,N/A,Source inventory only,DISC-01C / MIG-01,lib/services/tls_pinning_store.dart,DISC-01C / MIG-01,REST-081 preserves the identified source contract signature.,Run phase-specific contract/integration tests for REST-081.,lib/services/tls_pinning_store.dart:107,Semantics=Literal signature; call-sites=1; request/response/error details remain owned by listed source; Label=Verified fact; Status=Classified
Contract,REST-082,Auth,N/A,lib/features/auth/data/auth_repository.dart,649,REST literal call-site,POST /change-password,N/A,Source inventory only,AUTH-02,lib/features/auth/data/auth_repository.dart,AUTH-02,REST-082 preserves the identified source contract signature.,Run phase-specific contract/integration tests for REST-082.,lib/features/auth/data/auth_repository.dart:649,Semantics=Literal signature; call-sites=1; request/response/error details remain owned by listed source; Label=Verified fact; Status=Classified
Contract,REST-083,Chat,N/A,lib/features/chat/repositories/chat_repository_impl.dart,232,REST literal call-site,POST /chat/conversations,N/A,Source inventory only,CHAT-01 / CHAT-02,lib/features/chat/repositories/chat_repository_impl.dart,CHAT-01 / CHAT-02,REST-083 preserves the identified source contract signature.,Run phase-specific contract/integration tests for REST-083.,lib/features/chat/repositories/chat_repository_impl.dart:232,Semantics=Literal signature; call-sites=1; request/response/error details remain owned by listed source; Label=Verified fact; Status=Classified
Contract,REST-084,Chat,N/A,lib/features/chat/repositories/chat_repository_impl.dart,560,REST literal call-site,POST /chat/conversations/${payload.conversationId}/messages,N/A,Source inventory only,CHAT-01 / CHAT-02,lib/features/chat/repositories/chat_repository_impl.dart,CHAT-01 / CHAT-02,REST-084 preserves the identified source contract signature.,Run phase-specific contract/integration tests for REST-084.,lib/features/chat/repositories/chat_repository_impl.dart:560,Semantics=Literal signature; call-sites=1; request/response/error details remain owned by listed source; Label=Verified fact; Status=Classified
Contract,REST-085,Chat,N/A,lib/features/chat/services/message_tombstone_service.dart,225,REST literal call-site,POST /chat/conversations/${row.conversationId}/hide,N/A,Source inventory only,CHAT-01 / CHAT-02,lib/features/chat/services/message_tombstone_service.dart,CHAT-01 / CHAT-02,REST-085 preserves the identified source contract signature.,Run phase-specific contract/integration tests for REST-085.,lib/features/chat/services/message_tombstone_service.dart:225,Semantics=Literal signature; call-sites=1; request/response/error details remain owned by listed source; Label=Verified fact; Status=Classified
Contract,REST-086,Chat,N/A,lib/features/chat/repositories/chat_repository_impl.dart,1530,REST literal call-site,POST /chat/conversations/$conversationId/$action,N/A,Source inventory only,CHAT-01 / CHAT-02,lib/features/chat/repositories/chat_repository_impl.dart,CHAT-01 / CHAT-02,REST-086 preserves the identified source contract signature.,Run phase-specific contract/integration tests for REST-086.,lib/features/chat/repositories/chat_repository_impl.dart:1530,Semantics=Literal signature; call-sites=1; request/response/error details remain owned by listed source; Label=Verified fact; Status=Classified
Contract,REST-087,Chat,N/A,lib/features/chat/repositories/chat_repository_impl.dart,908,REST literal call-site,POST /chat/conversations/$conversationId/accept,N/A,Source inventory only,CHAT-01 / CHAT-02,lib/features/chat/repositories/chat_repository_impl.dart,CHAT-01 / CHAT-02,REST-087 preserves the identified source contract signature.,Run phase-specific contract/integration tests for REST-087.,lib/features/chat/repositories/chat_repository_impl.dart:908,Semantics=Literal signature; call-sites=1; request/response/error details remain owned by listed source; Label=Verified fact; Status=Classified
Contract,REST-088,Chat,N/A,lib/features/chat/repositories/chat_repository_impl.dart,1484,REST literal call-site,POST /chat/conversations/$conversationId/active,N/A,Source inventory only,CHAT-01 / CHAT-02,lib/features/chat/repositories/chat_repository_impl.dart,CHAT-01 / CHAT-02,REST-088 preserves the identified source contract signature.,Run phase-specific contract/integration tests for REST-088.,lib/features/chat/repositories/chat_repository_impl.dart:1484,Semantics=Literal signature; call-sites=1; request/response/error details remain owned by listed source; Label=Verified fact; Status=Classified
Contract,REST-089,Chat,N/A,lib/features/chat/repositories/chat_repository_impl.dart,318,REST literal call-site,POST /chat/conversations/$conversationId/clear,N/A,Source inventory only,CHAT-01 / CHAT-02,lib/features/chat/repositories/chat_repository_impl.dart,CHAT-01 / CHAT-02,REST-089 preserves the identified source contract signature.,Run phase-specific contract/integration tests for REST-089.,lib/features/chat/repositories/chat_repository_impl.dart:318,Semantics=Literal signature; call-sites=1; request/response/error details remain owned by listed source; Label=Verified fact; Status=Classified
Contract,REST-090,Chat,N/A,lib/features/chat/repositories/chat_repository_impl.dart,1498,REST literal call-site,POST /chat/conversations/$conversationId/heartbeat,N/A,Source inventory only,CHAT-01 / CHAT-02,lib/features/chat/repositories/chat_repository_impl.dart,CHAT-01 / CHAT-02,REST-090 preserves the identified source contract signature.,Run phase-specific contract/integration tests for REST-090.,lib/features/chat/repositories/chat_repository_impl.dart:1498,Semantics=Literal signature; call-sites=1; request/response/error details remain owned by listed source; Label=Verified fact; Status=Classified
Contract,REST-091,Chat,N/A,lib/features/chat/services/message_tombstone_service.dart,150,REST literal call-site,POST /chat/conversations/$conversationId/hide,N/A,Source inventory only,CHAT-01 / CHAT-02,lib/features/chat/services/message_tombstone_service.dart,CHAT-01 / CHAT-02,REST-091 preserves the identified source contract signature.,Run phase-specific contract/integration tests for REST-091.,lib/features/chat/services/message_tombstone_service.dart:150,Semantics=Literal signature; call-sites=1; request/response/error details remain owned by listed source; Label=Verified fact; Status=Classified
Contract,REST-092,Chat,N/A,lib/features/chat/repositories/chat_repository_impl.dart,1068,REST literal call-site,POST /chat/conversations/$conversationId/read,N/A,Source inventory only,CHAT-01 / CHAT-02,lib/features/chat/repositories/chat_repository_impl.dart; lib/services/modern_read_receipt_service.dart,CHAT-01 / CHAT-02,REST-092 preserves the identified source contract signature.,Run phase-specific contract/integration tests for REST-092.,lib/features/chat/repositories/chat_repository_impl.dart:1068,Semantics=Literal signature; call-sites=2; request/response/error details remain owned by listed source; Label=Verified fact; Status=Classified
Contract,REST-093,Chat,N/A,lib/features/chat/repositories/chat_repository_impl.dart,926,REST literal call-site,POST /chat/conversations/$conversationId/reject,N/A,Source inventory only,CHAT-01 / CHAT-02,lib/features/chat/repositories/chat_repository_impl.dart,CHAT-01 / CHAT-02,REST-093 preserves the identified source contract signature.,Run phase-specific contract/integration tests for REST-093.,lib/features/chat/repositories/chat_repository_impl.dart:926,Semantics=Literal signature; call-sites=1; request/response/error details remain owned by listed source; Label=Verified fact; Status=Classified
Contract,REST-094,Chat,N/A,lib/features/chat/repositories/chat_repository_impl.dart,997,REST literal call-site,POST /chat/conversations/$conversationId/typing,N/A,Source inventory only,CHAT-01 / CHAT-02,lib/features/chat/repositories/chat_repository_impl.dart; lib/services/typing_service.dart,CHAT-01 / CHAT-02,REST-094 preserves the identified source contract signature.,Run phase-specific contract/integration tests for REST-094.,lib/features/chat/repositories/chat_repository_impl.dart:997,Semantics=Literal signature; call-sites=2; request/response/error details remain owned by listed source; Label=Verified fact; Status=Classified
Contract,REST-095,Chat,N/A,lib/features/chat/services/message_forward_service.dart,93,REST literal call-site,POST /chat/conversations/$targetConversationId/messages,N/A,Source inventory only,CHAT-01 / CHAT-02,lib/features/chat/services/message_forward_service.dart,CHAT-01 / CHAT-02,REST-095 preserves the identified source contract signature.,Run phase-specific contract/integration tests for REST-095.,lib/features/chat/services/message_forward_service.dart:93,Semantics=Literal signature; call-sites=1; request/response/error details remain owned by listed source; Label=Verified fact; Status=Classified
Contract,REST-096,Chat,N/A,lib/features/chat/services/group_service.dart,150,REST literal call-site,POST /chat/groups,N/A,Source inventory only,CHAT-01 / CHAT-02,lib/features/chat/services/group_service.dart,CHAT-01 / CHAT-02,REST-096 preserves the identified source contract signature.,Run phase-specific contract/integration tests for REST-096.,lib/features/chat/services/group_service.dart:150,Semantics=Literal signature; call-sites=1; request/response/error details remain owned by listed source; Label=Verified fact; Status=Classified
Contract,REST-097,Chat,N/A,lib/features/chat/services/group_service.dart,381,REST literal call-site,POST /chat/groups/$conversationId/invite,N/A,Source inventory only,CHAT-01 / CHAT-02,lib/features/chat/services/group_service.dart,CHAT-01 / CHAT-02,REST-097 preserves the identified source contract signature.,Run phase-specific contract/integration tests for REST-097.,lib/features/chat/services/group_service.dart:381,Semantics=Literal signature; call-sites=2; request/response/error details remain owned by listed source; Label=Verified fact; Status=Classified
Contract,REST-098,Chat,N/A,lib/features/chat/services/group_service.dart,339,REST literal call-site,POST /chat/groups/$conversationId/leave,N/A,Source inventory only,CHAT-01 / CHAT-02,lib/features/chat/services/group_service.dart,CHAT-01 / CHAT-02,REST-098 preserves the identified source contract signature.,Run phase-specific contract/integration tests for REST-098.,lib/features/chat/services/group_service.dart:339,Semantics=Literal signature; call-sites=1; request/response/error details remain owned by listed source; Label=Verified fact; Status=Classified
Contract,REST-099,Chat,N/A,lib/features/chat/services/group_service.dart,200,REST literal call-site,POST /chat/groups/$conversationId/members,N/A,Source inventory only,CHAT-01 / CHAT-02,lib/features/chat/services/group_service.dart,CHAT-01 / CHAT-02,REST-099 preserves the identified source contract signature.,Run phase-specific contract/integration tests for REST-099.,lib/features/chat/services/group_service.dart:200,Semantics=Literal signature; call-sites=1; request/response/error details remain owned by listed source; Label=Verified fact; Status=Classified
Contract,REST-100,Chat,N/A,lib/features/chat/services/group_service.dart,350,REST literal call-site,POST /chat/groups/$conversationId/members/$memberId/admin,N/A,Source inventory only,CHAT-01 / CHAT-02,lib/features/chat/services/group_service.dart,CHAT-01 / CHAT-02,REST-100 preserves the identified source contract signature.,Run phase-specific contract/integration tests for REST-100.,lib/features/chat/services/group_service.dart:350,Semantics=Literal signature; call-sites=1; request/response/error details remain owned by listed source; Label=Verified fact; Status=Classified
Contract,REST-101,Chat,N/A,lib/features/chat/services/group_service.dart,398,REST literal call-site,POST /chat/groups/join/$code,N/A,Source inventory only,CHAT-01 / CHAT-02,lib/features/chat/services/group_service.dart,CHAT-01 / CHAT-02,REST-101 preserves the identified source contract signature.,Run phase-specific contract/integration tests for REST-101.,lib/features/chat/services/group_service.dart:398,Semantics=Literal signature; call-sites=1; request/response/error details remain owned by listed source; Label=Verified fact; Status=Classified
Contract,REST-102,Chat,N/A,lib/features/chat/services/message_actions_service.dart,110,REST literal call-site,POST /chat/messages/$messageId/forward,N/A,Source inventory only,CHAT-01 / CHAT-02,lib/features/chat/services/message_actions_service.dart; lib/features/chat/services/message_forward_service.dart,CHAT-01 / CHAT-02,REST-102 preserves the identified source contract signature.,Run phase-specific contract/integration tests for REST-102.,lib/features/chat/services/message_actions_service.dart:110,Semantics=Literal signature; call-sites=2; request/response/error details remain owned by listed source; Label=Verified fact; Status=Classified
Contract,REST-103,Chat,N/A,lib/features/chat/services/message_actions_service.dart,222,REST literal call-site,POST /chat/messages/$messageId/pin,N/A,Source inventory only,CHAT-01 / CHAT-02,lib/features/chat/services/message_actions_service.dart,CHAT-01 / CHAT-02,REST-103 preserves the identified source contract signature.,Run phase-specific contract/integration tests for REST-103.,lib/features/chat/services/message_actions_service.dart:222,Semantics=Literal signature; call-sites=1; request/response/error details remain owned by listed source; Label=Verified fact; Status=Classified
Contract,REST-104,Chat,N/A,lib/features/chat/repositories/chat_repository_impl.dart,952,REST literal call-site,POST /chat/messages/$messageId/reactions,N/A,Source inventory only,CHAT-01 / CHAT-02,lib/features/chat/repositories/chat_repository_impl.dart; lib/features/chat/services/message_reactions_service.dart,CHAT-01 / CHAT-02,REST-104 preserves the identified source contract signature.,Run phase-specific contract/integration tests for REST-104.,lib/features/chat/repositories/chat_repository_impl.dart:952,Semantics=Literal signature; call-sites=2; request/response/error details remain owned by listed source; Label=Verified fact; Status=Classified
Contract,REST-105,Chat,N/A,lib/features/chat/services/message_reactions_service.dart,57,REST literal call-site,POST /chat/reactions/batch,N/A,Source inventory only,CHAT-01 / CHAT-02,lib/features/chat/services/message_reactions_service.dart,CHAT-01 / CHAT-02,REST-105 preserves the identified source contract signature.,Run phase-specific contract/integration tests for REST-105.,lib/features/chat/services/message_reactions_service.dart:57,Semantics=Literal signature; call-sites=1; request/response/error details remain owned by listed source; Label=Verified fact; Status=Classified
Contract,REST-106,Settings,N/A,lib/features/settings/screens/ContactUs.dart,209,REST literal call-site,POST /chat/support/conversation,N/A,Source inventory only,CHAT-01 / CHAT-02,lib/features/settings/screens/ContactUs.dart,CHAT-01 / CHAT-02,REST-106 preserves the identified source contract signature.,Run phase-specific contract/integration tests for REST-106.,lib/features/settings/screens/ContactUs.dart:209,Semantics=Literal signature; call-sites=1; request/response/error details remain owned by listed source; Label=Verified fact; Status=Classified
Contract,REST-107,Services,N/A,lib/services/comment_repository.dart,89,REST literal call-site,POST /comments,N/A,Source inventory only,DISC-01B,lib/services/comment_repository.dart,DISC-01B,REST-107 preserves the identified source contract signature.,Run phase-specific contract/integration tests for REST-107.,lib/services/comment_repository.dart:89,Semantics=Literal signature; call-sites=1; request/response/error details remain owned by listed source; Label=Verified fact; Status=Classified
Contract,REST-108,Services,N/A,lib/services/comment_repository.dart,146,REST literal call-site,POST /comments/$commentId/mentions,N/A,Source inventory only,DISC-01B,lib/services/comment_repository.dart,DISC-01B,REST-108 preserves the identified source contract signature.,Run phase-specific contract/integration tests for REST-108.,lib/services/comment_repository.dart:146,Semantics=Literal signature; call-sites=1; request/response/error details remain owned by listed source; Label=Verified fact; Status=Classified
Contract,REST-109,Services,N/A,lib/services/comment_repository.dart,123,REST literal call-site,POST /comments/$commentId/report,N/A,Source inventory only,DISC-01B,lib/services/comment_repository.dart,DISC-01B,REST-109 preserves the identified source contract signature.,Run phase-specific contract/integration tests for REST-109.,lib/services/comment_repository.dart:123,Semantics=Literal signature; call-sites=1; request/response/error details remain owned by listed source; Label=Verified fact; Status=Classified
Contract,REST-110,Settings,N/A,lib/features/settings/screens/ContactUs.dart,468,REST literal call-site,POST /contact-requests,N/A,Source inventory only,DISC-01C,lib/features/settings/screens/ContactUs.dart,DISC-01C,REST-110 preserves the identified source contract signature.,Run phase-specific contract/integration tests for REST-110.,lib/features/settings/screens/ContactUs.dart:468,Semantics=Literal signature; call-sites=1; request/response/error details remain owned by listed source; Label=Verified fact; Status=Classified
Contract,REST-111,Posts,N/A,lib/features/posts/data/go_posts_repository.dart,449,REST literal call-site,POST /feed/event,N/A,Source inventory only,DISC-01C,lib/features/posts/data/go_posts_repository.dart,DISC-01C,REST-111 preserves the identified source contract signature.,Run phase-specific contract/integration tests for REST-111.,lib/features/posts/data/go_posts_repository.dart:449,Semantics=Literal signature; call-sites=1; request/response/error details remain owned by listed source; Label=Verified fact; Status=Classified
Contract,REST-112,Services,N/A,lib/features/services/data/services_hub_repository.dart,37,REST literal call-site,POST /game-sso/ticket,N/A,Source inventory only,DISC-01B,lib/features/services/data/services_hub_repository.dart,DISC-01B,REST-112 preserves the identified source contract signature.,Run phase-specific contract/integration tests for REST-112.,lib/features/services/data/services_hub_repository.dart:37,Semantics=Literal signature; call-sites=1; request/response/error details remain owned by listed source; Label=Verified fact; Status=Classified
Contract,REST-113,Stories,N/A,lib/features/stories/data/repositories/story_repository.dart,403,REST literal call-site,POST /highlights,N/A,Source inventory only,DISC-01C / MIG-01,lib/features/stories/data/repositories/story_repository.dart,DISC-01C / MIG-01,REST-113 preserves the identified source contract signature.,Run phase-specific contract/integration tests for REST-113.,lib/features/stories/data/repositories/story_repository.dart:403,Semantics=Literal signature; call-sites=1; request/response/error details remain owned by listed source; Label=Verified fact; Status=Classified
Contract,REST-114,Nearby,N/A,lib/features/nearby/data/nearby_repository.dart,129,REST literal call-site,POST /like,N/A,Source inventory only,DISC-01B,lib/features/nearby/data/nearby_repository.dart,DISC-01B,REST-114 preserves the identified source contract signature.,Run phase-specific contract/integration tests for REST-114.,lib/features/nearby/data/nearby_repository.dart:129,Semantics=Literal signature; call-sites=1; request/response/error details remain owned by listed source; Label=Verified fact; Status=Classified
Contract,REST-115,Nearby,N/A,lib/features/nearby/data/nearby_repository.dart,61,REST literal call-site,POST /location,N/A,Source inventory only,DISC-01B,lib/features/nearby/data/nearby_repository.dart,DISC-01B,REST-115 preserves the identified source contract signature.,Run phase-specific contract/integration tests for REST-115.,lib/features/nearby/data/nearby_repository.dart:61,Semantics=Literal signature; call-sites=1; request/response/error details remain owned by listed source; Label=Verified fact; Status=Classified
Contract,REST-116,Auth,N/A,lib/features/auth/data/auth_repository.dart,458,REST literal call-site,POST /login,N/A,Source inventory only,AUTH-02,lib/features/auth/data/auth_repository.dart,AUTH-02,REST-116 preserves the identified source contract signature.,Run phase-specific contract/integration tests for REST-116.,lib/features/auth/data/auth_repository.dart:458,Semantics=Literal signature; call-sites=1; request/response/error details remain owned by listed source; Label=Verified fact; Status=Classified
Contract,REST-117,Auth,N/A,lib/features/auth/data/auth_repository.dart,538,REST literal call-site,POST /lookup,N/A,Source inventory only,AUTH-02,lib/features/auth/data/auth_repository.dart,AUTH-02,REST-117 preserves the identified source contract signature.,Run phase-specific contract/integration tests for REST-117.,lib/features/auth/data/auth_repository.dart:538,Semantics=Literal signature; call-sites=1; request/response/error details remain owned by listed source; Label=Verified fact; Status=Classified
Contract,REST-118,Nearby,N/A,lib/features/nearby/data/nearby_repository.dart,163,REST literal call-site,POST /matches/$matchId/chat,N/A,Source inventory only,CHAT-01 / CHAT-02,lib/features/nearby/data/nearby_repository.dart,CHAT-01 / CHAT-02,REST-118 preserves the identified source contract signature.,Run phase-specific contract/integration tests for REST-118.,lib/features/nearby/data/nearby_repository.dart:163,Semantics=Literal signature; call-sites=1; request/response/error details remain owned by listed source; Label=Verified fact; Status=Classified
Contract,REST-119,Chat,N/A,lib/features/chat/providers/legacy_chat_providers.dart,49,REST literal call-site,POST /me/block,N/A,Source inventory only,CHAT-01 / CHAT-02,lib/features/chat/providers/legacy_chat_providers.dart; lib/features/chat/services/user_moderation_service.dart,CHAT-01 / CHAT-02,REST-119 preserves the identified source contract signature.,Run phase-specific contract/integration tests for REST-119.,lib/features/chat/providers/legacy_chat_providers.dart:49,Semantics=Literal signature; call-sites=2; request/response/error details remain owned by listed source; Label=Verified fact; Status=Classified
Contract,REST-120,Posts,N/A,lib/features/posts/data/go_posts_repository.dart,359,REST literal call-site,POST /me/follow,N/A,Source inventory only,DISC-01C,lib/features/posts/data/go_posts_repository.dart; lib/features/profile/data/profile_repository.dart,DISC-01C,REST-120 preserves the identified source contract signature.,Run phase-specific contract/integration tests for REST-120.,lib/features/posts/data/go_posts_repository.dart:359,Semantics=Literal signature; call-sites=2; request/response/error details remain owned by listed source; Label=Verified fact; Status=Classified
Contract,REST-121,Cross-cutting,N/A,lib/provider/notification_provider.dart,423,REST literal call-site,POST /me/follow-request/respond,N/A,Source inventory only,DISC-01C / REL-01,lib/provider/notification_provider.dart,DISC-01C / REL-01,REST-121 preserves the identified source contract signature.,Run phase-specific contract/integration tests for REST-121.,lib/provider/notification_provider.dart:423,Semantics=Literal signature; call-sites=1; request/response/error details remain owned by listed source; Label=Verified fact; Status=Classified
